NOM	CARRER	NÚM.	DISTRICTE	BARRI	CODI POSTAL	LOCALITAT	REGIÓ	PAÍS	LATITUD	LONGITUD	TELÈFON 1	TELÈFON 2	EMAIL
Restaurant Braseria Cafeteria La Cabaña-Maseda	C Provença	354	Eixample	la Dreta de l'Eixample	08037	BARCELONA	BARCELONA	ESPANYA	41.39937306388889	2.1678236666666666	+34 934592947	MASEDA DIAZ GONZALO	---
Bar Restaurant Ca l'Abuelo	C Providència	44	Gràcia	la Vila de Gràcia	08024	BARCELONA	BARCELONA	ESPANYA	41.406533958333334	2.1568845	+34 932844494	VILASECA BENTANACHS JOSE	---
Bar Pans & Company *Av Portal de l'Àngel	Av Portal de l'Àngel	2	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38481141388889	2.174278861111111	+34 933189432	PANSFOOD SA	---
Bar Restaurant La Cerdanya	C Puigmartí	28	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.40179135277778	2.15967825	+34 932131047	GINER PALLARES MIGUEL	---
Restaurant Can Culleretes	C Quintana	5	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38121055	2.174411222222222	+34 933173022	+34 933176485	---
Restaurant Casa Loli	C Radas	38	Sants-Montjuïc	el Poble Sec	08004	BARCELONA	BARCELONA	ESPANYA	41.37233839444445	2.160387	+34 934413990	FUNES BENAVIDES ROSA E	---
Restaurant Tastavins	C Ramón y Cajal	12	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.40212202777778	2.1579421666666665	+34 932136031	GONZALEZ CANALES FRANCISCO	---
Restaurant La Llar de Foc	C Ramón y Cajal	13	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.40217208888889	2.1578641944444445	+34 932841025	GARCIA GABALDON SCP	---
Bar Restaurant Tobogán	Pl Reial	10	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38021586944444	2.1755948888888885	+34 933021153	+34 933174530	---
Bar Colón	Pl Reial	0018	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.37979081666667	2.1751628333333333	+34 933023175	SOLSONA SOLSONA BENJAMIN	---
Restaurant Casa Castro	Isard	5	Nou Barris	la Guineueta	08042	BARCELONA	BARCELONA	ESPANYA	41.43947919444444	2.1702174444444444	+34 933541904	+34 933542050	---
Bar Restaurant La Marquesa	Regent Mendieta	7	Les Corts	la Maternitat i Sant Ramon	08028	BARCELONA	BARCELONA	ESPANYA	41.37687745277778	2.122294	+34 934409009	OLVEIRA GONZALEZ SALESA	---
Restaurant La Riera	C Regent Mendieta	15	Les Corts	la Maternitat i Sant Ramon	08028	BARCELONA	BARCELONA	ESPANYA	41.37705325555556	2.12262325	+34 629574268	+34 650429440	lariera.regentemendieta15@gmail.com
Bar Can Paixano	Reina Cristina	0007	Ciutat Vella	Sant Pere, Santa Caterina i la Ribera	08003	BARCELONA	BARCELONA	ESPANYA	41.38176051388889	2.1834139166666664	+34 933100839	TORRAS RAFI ANTONIO MARIA	---
Bar Restaurant Balon de Oro	Pg Reina Elisenda Montcada	16*LB	Sarrià-Sant Gervasi	Sarrià	08034	BARCELONA	BARCELONA	ESPANYA	41.3993581	2.1197855277777777	+34 932031074	VENDRELL VILAPRIÑO MANUEL	---
Bar Rico Hermanos MonteroC.B.	Ricart	23	Sants-Montjuïc	el Poble Sec	08004	BARCELONA	BARCELONA	ESPANYA	41.37337446388889	2.1579498055555555	+34 934232773	BAR RICO HNOS MONTERO CB	---
Restaurant La Troballa	C Riera de Sant Miquel	69	Gràcia	la Vila de Gràcia	08006	BARCELONA	BARCELONA	ESPANYA	41.39855946944444	2.1545722222222223	+34 932173452	MORENO SANSANO ADOLFO	---
Restaurant Guixot	C Riereta	8	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.37855717222222	2.1676921666666664	+34 933299553	GUTIERREZ MURILLO JOSE	---
Restaurant Nostromo	C Ripoll	16	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38533953333333	2.1754049166666665	+34 934122455	NAUXER SA	---
Cocteleria Scotch Corner	C Sabino Arana	6	Les Corts	la Maternitat i Sant Ramon	08028	BARCELONA	BARCELONA	ESPANYA	41.38557276666667	2.126244972222222	+34 933393009	CASTRO PINO DEL JAIME	---
Restaurant Rick's Cafè American	Sabino Arana	22*24	Les Corts	la Maternitat i Sant Ramon	08028	BARCELONA	BARCELONA	ESPANYA	41.385564775	2.1252791111111113	+34 933305488	---	xaviheral@wanadoo.es
Restaurant La Farola	Sabino Arana	30	Les Corts	la Maternitat i Sant Ramon	08028	BARCELONA	BARCELONA	ESPANYA	41.38582006944444	2.1254278055555558	---	---	---
Restaurant La Grangeta *Sabino de Arana	Sabino Arana	36	Les Corts	la Maternitat i Sant Ramon	08028	BARCELONA	BARCELONA	ESPANYA	41.38610478333333	2.124758388888889	+34 933304732	PONT PORTA ROSALIA	---
Bar el Torico-la Casa del Jamón	Rocafort	29	Eixample	Sant Antoni	08015	BARCELONA	BARCELONA	ESPANYA	41.37636719722222	2.15698425	+34 933252543	SANZ SANZ ERNESTO	---
Restaurant El Rebost Ibèric *Rocafort	C Rocafort	113	Eixample	la Nova Esquerra de l'Eixample	08015	BARCELONA	BARCELONA	ESPANYA	41.38003601944445	2.152131444444444	+34 934253167	BRANCO DIONISIO ANTONIO	---
Restaurant Asador El Yantar de la Ribera	C Roger de Flor	114	Eixample	el Fort Pienc	08013	BARCELONA	BARCELONA	ESPANYA	41.395254305555554	2.1775030555555555	+34 932656309	+34 932654226	---
Restaurant Barnils	C Roger de Flor	204	Eixample	la Dreta de l'Eixample	08013	BARCELONA	BARCELONA	ESPANYA	41.39911987777778	2.172391472222222	+34 932077757	+34 932076797	---
Bar Restaurant Ribeiro	C Roger de Flor	222*LB	Eixample	la Dreta de l'Eixample	08013	BARCELONA	BARCELONA	ESPANYA	41.4005158	2.170560083333333	---	---	---
Restaurant La Dida	C Roger de Flor	230	Eixample	la Dreta de l'Eixample	08025	BARCELONA	BARCELONA	ESPANYA	41.401360877777776	2.1694509444444443	+34 932072391	+34 934578752	---
Bar Via Roma	Av Roma	1	Eixample	la Nova Esquerra de l'Eixample	08029	BARCELONA	BARCELONA	ESPANYA	41.38101473888889	2.143594388888889	+34 934050361	RUEDA GARCIA AMADO	---
Bar Paris	Av Roma	1*3	Eixample	la Nova Esquerra de l'Eixample	08029	BARCELONA	BARCELONA	ESPANYA	41.38101473888889	2.143594388888889	+34 934105436	PICO VAZQUEZ MARIO	---
Restaurant Pizzeria La Gavina	C Ros de Olano	17	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.401435263888885	2.1553574444444443	+34 934157450	IACOBONE PIETRO	---
Restaurant Rosal 34	Roser	0034	Sants-Montjuïc	el Poble Sec	08004	BARCELONA	BARCELONA	ESPANYA	41.373134130555556	2.166439611111111	+34 933249046	+34 933249047	---
Restaurant Bar Morryssom	C Girona	162	Eixample	la Dreta de l'Eixample	08037	BARCELONA	BARCELONA	ESPANYA	41.399513694444444	2.1650964999999998	+34 934584017	SAUSOR MARTINEZ PEDRO J	---
Bar Restaurant Els Galls	C Rosselló	118	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.38868923333333	2.15137875	+34 933234478	MARTINEZ GARCIA ANGEL	---
Restaurant Japonès Taki	C Rosselló	152	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.39112592222222	2.1546319166666668	+34 934549631	SANCHEZ SANCHEZ FRANCISCO	---
Restaurant Xinès Pekín *Rosselló	C Rosselló	202	Eixample	la Dreta de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.39343692222222	2.157712138888889	+34 932150177	KAO JANG CHEN MIN	---
Restaurant El Centollo	C Rosselló	204	Eixample	la Dreta de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.39348567222222	2.1577761944444442	+34 932158367	+34 934872936	---
Restaurant X - Japan	C Rosselló	239	Eixample	la Dreta de l'Eixample	08008	BARCELONA	BARCELONA	ESPANYA	41.394289925	2.1584648611111112	+34 932186684	CATERITAL SA	---
Restaurant Vall	Pl Rovira i Trias	2	Gràcia	la Vila de Gràcia	08024	BARCELONA	BARCELONA	ESPANYA	41.40740393055555	2.15852875	+34 932133424	---	bvc33@hotmail.com
Bar restaurant Mundial *Pl Sant Agustí Vell	Pl Sant Agustí Vell	1	Ciutat Vella	Sant Pere, Santa Caterina i la Ribera	08003	BARCELONA	BARCELONA	ESPANYA	41.38761132222222	2.1804562499999998	+34 933199056	---	mundial_bar@wanadoo.es
Restaurant Econòmic	Pl Sant Agustí Vell	13	Ciutat Vella	Sant Pere, Santa Caterina i la Ribera	08003	BARCELONA	BARCELONA	ESPANYA	41.38803705555556	2.1806565	+34 933196494	BORRAS DOMINGUEZ J IGNACIO	---
Bar Restaurant Taverna Can Roca	C Gran de Sant Andreu	209	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	41.43373803055555	2.189308972222222	+34 933465701	ROCA VALLS MERCEDES	---
Bar Versalles	Gran de Sant Andreu	255	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	41.435263336111106	2.1896096666666667	+34 690900056	---	info@versalles.cat
Restaurant Xinès Hoja Verde	Pg Sant Antoni	19	Sants-Montjuïc	Sants	08014	BARCELONA	BARCELONA	ESPANYA	41.377166744444445	2.1370092777777776	+34 934913597	CHIOU YANG TING FANG	---
Bar Bocatta *Rda Sant Antoni	Rda Sant Antoni	90	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.38431078055555	2.1640476666666664	+34 933187804	+34 933187804	---
Bar Restaurant Alaska	C Sant Antoni Maria Claret	20	Gràcia	el Camp d'en Grassot i Gràcia Nova	08037	BARCELONA	BARCELONA	ESPANYA	41.403685688888885	2.164566333333333	+34 932072545	GIMENEZ BLASCO ERNESTO	---
Restaurant  Can Amigó	C Sant Antoni Maria Claret	149*151	Horta-Guinardó	el Baix Guinardó	08025	BARCELONA	BARCELONA	ESPANYA	41.410843505555555	2.1736860555555553	+34 933472316	AMIGO LLOBELL PEDRO	---
Restaurant Lee	C Sant Gabriel	2	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.39866043611111	2.154550611111111	+34 932375324	+34 934151716	---
Bar del Pi	Pl Sant Josep Oriol	1	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.382503983333336	2.173968472222222	+34 933022123	+34 933013925	---
Bar Restaurant La Fusta	C Sant Joan de Malta	37	Sant Martí	el Clot	08018	BARCELONA	BARCELONA	ESPANYA	41.409143377777774	2.1921420277777774	+34 933086146	BORQUE PEREZ JOSE	---
Bodega Ca La Paqui	C Sant Joan de Malta	53	Sant Martí	el Clot	08018	BARCELONA	BARCELONA	ESPANYA	41.408658458333335	2.192762305555555	MOLINA ARIAS FRANCISCA	---	---
Restaurant Il Giardinetto di Gracia	C Sant Lluís	37	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.405261277777775	2.1599012777777777	+34 932102953	+34 932107491	---
Restaurant Els Ocellets	Rda Sant Pau	55	Eixample	Sant Antoni	08015	BARCELONA	BARCELONA	ESPANYA	41.37742373333333	2.1645197222222223	+34 934411046	+34 933295386	xaviamics@elsocellets.com
Restaurant Cullera de Boix	Rda Sant Pere	24	Eixample	la Dreta de l'Eixample	08010	BARCELONA	BARCELONA	ESPANYA	41.38931442777778	2.1741378888888887	+34 932687982	+34 932681336	info@culleradeboix.com
Restaurant Casa Leopoldo	C Sant Rafael	24	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.37926115277778	2.1694935277777776	+34 934413014	+34 934416942	---
Restaurant La Cassola	C Sant Sever	3	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.383060597222226	2.175282444444444	+34 933181580	HERNANDEZ GONZALEZ PETRA	---
Bar Restaurant Kentucky Fried Chicken *Sants	C Sants	136	Sants-Montjuïc	Sants	08028	BARCELONA	BARCELONA	ESPANYA	41.375539741666664	2.134058583333333	+34 933396910	+34 917091876	---
Bar Restaurant Santa Anna	C Santa Anna	8	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.385034061111114	2.1712477777777774	+34 933186336	+34 933174377	restaurant@restaurantsantaanna.com
Bar Bocatta *Santa Anna	C Santa Anna	11	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38511357777778	2.1712201666666666	+34 933012175	+34 933012175	---
Restaurant Self Naturista	C Santa Anna	11*17	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38511357777778	2.1712201666666666	+34 933182684	+34 934125413	selfnaturista@telefonica.net
Bar Restaurant Casa Fernández	C Santaló	46	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.396094669444444	2.1453700277777776	+34 932019308	---	casafernandez@casafernandez.com
Restaurant L'Oliana	C Santaló	54	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.39652430277778	2.144824388888889	+34 932010647	+34 932013282	oliana@oliana.com
Bar Restaurant El Pa Torrat	C Santaló	68	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.397097494444445	2.144103972222222	+34 932091779	CASTRO Y TODA SA	---
Restaurant Abou Khalil	C Santaló	88	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.397731908333334	2.143299416666667	+34 932018830	+34 932018750	info@aboukhalil.es
Bar El Raco de Gracia	Sant Domènec	0015	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.400071241666666	2.1568043055555552	+34 932372323	PEREZ MARMOL M MAGDALEN	---
Restaurant  Argentina Vinya Rosa	Av Sarrià	17	Eixample	la Nova Esquerra de l'Eixample	08029	BARCELONA	BARCELONA	ESPANYA	41.38989996666667	2.1467414166666665	+34 934300003	+34 934300041	---
Bar Cafeteria Aquitània	Av Sarrià	31	Eixample	la Nova Esquerra de l'Eixample	08029	BARCELONA	BARCELONA	ESPANYA	41.39000093888889	2.144652777777778	+34 934307291	SANCHEZ VERDUGO MARIA DOLORES	---
Bar Restaurant Sarrià 82	Av Sarrià	129	Les Corts	les Corts	08017	BARCELONA	BARCELONA	ESPANYA	41.391821855555555	2.1332216666666666	+34 932049618	GONZALEZ ALVAREZ JULIO	---
Restaurant Xinès Nan King	Camí Vell de Sarrià	21	Les Corts	les Corts	08029	BARCELONA	BARCELONA	ESPANYA	41.38782671388889	2.1424556666666668	+34 934196149	LIN JI ZHENG PING	---
Restaurant Roig Robí	C Sèneca	20	Gràcia	la Vila de Gràcia	08006	BARCELONA	BARCELONA	ESPANYA	41.39690646111111	2.156274888888889	+34 932189222	+34 932179738	roigrobi@roigrobi.com
Bar Restaurant Ca La Marona	C Sèneca	28	Gràcia	la Vila de Gràcia	08006	BARCELONA	BARCELONA	ESPANYA	41.39648445555555	2.1555616666666664	+34 932182064	+34 932182064	---
Restaurant Braseria La Taverna de Lesseps	C Septimània	23	Sarrià-Sant Gervasi	el Putxet i el Farró	08006	BARCELONA	BARCELONA	ESPANYA	41.40555118611111	2.1479368333333335	+34 932184215	+34 934150436	---
Restaurant Can Pedrón	C Septimània	41	Sarrià-Sant Gervasi	el Putxet i el Farró	08006	BARCELONA	BARCELONA	ESPANYA	41.40529700555555	2.147297111111111	+34 932371167	RESTAURANTE CAN PEDRON	---
Restaurant Macori	C Sepúlveda	159	Eixample	Sant Antoni	08011	BARCELONA	BARCELONA	ESPANYA	41.38263181111111	2.16156075	+34 934533144	LOPEZ SANCHEZ ILDEFONSO	---
Restaurant Il Girasole	C Sepúlveda	159	Eixample	Sant Antoni	08011	BARCELONA	BARCELONA	ESPANYA	41.38263181111111	2.16156075	+34 934533192	SERRA SOLER M ANGELES	---
Restaurant Xinès Jardín Feliz	C Sepúlveda	185	Eixample	Sant Antoni	08011	BARCELONA	BARCELONA	ESPANYA	41.384022288888886	2.163411861111111	+34 934545993	TORRA Y MASIDES SA	---
Restaurant Asador Izarra	C Sicília	135	Eixample	el Fort Pienc	08013	BARCELONA	BARCELONA	ESPANYA	41.39702198611111	2.1793097777777777	+34 932452103	GONZALEZ ARELLANO JUAN	---
Restaurant Jaizkibel	C Sicília	180	Eixample	el Fort Pienc	08013	BARCELONA	BARCELONA	ESPANYA	41.396226697222225	2.180730777777778	+34 932456569	+34 932313262	---
Bar Restaurant Udala	C Sicília	202	Eixample	el Fort Pienc	08013	BARCELONA	BARCELONA	ESPANYA	41.397180094444444	2.179471638888889	+34 932452165	+34 932457365	---
Restaurant Xinès La Gran Muralla de Oriente	C Torroella de Montgrí	25	Sant Andreu	la Sagrera	08027	BARCELONA	BARCELONA	ESPANYA	41.42771318333333	2.1860200555555553	+34 932740063	GUOGUANG YAO JIN	---
Bar Taberna El Drapaire	Sitges	11	Ciutat Vella	el Raval	08001	BARCELONA	BARCELONA	ESPANYA	41.38467986388889	2.1694693055555554	+34 933027628	TROITIÑO COBAS JAIME	---
Bar musical El Dorado	Pl Sol	4	Gràcia	Gracia	08012	BARCELONA	BARCELONA	ESPANYA	41.4014917	2.156942472222222	+34 932373696	---	eldorado@hotmail.com
Restaurant Can Joanet	C Tajo	6	Horta-Guinardó	Horta	08031	BARCELONA	BARCELONA	ESPANYA	41.430282766666664	2.162718111111111	+34 933582554	MORENO GUTIERREZ JUAN	---
Bar Trieste	Tajo	52	Horta-Guinardó	Horta	08032	BARCELONA	BARCELONA	ESPANYA	41.43010618611111	2.160587111111111	+34 934290271	LAFUENTE MARTINEZ VICENTE	---
Bar Restaurant El Casal	C Tapineria	10	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38466828055555	2.1769370555555554	+34 933101590	LLAURADO PRAT DE LA RIBA ENRIC	---
Restaurant Chaplin	Taquígraf Garriga	193	Les Corts	les Corts	08029	BARCELONA	BARCELONA	ESPANYA	41.39071732222222	2.140249972222222	+34 934196719	LOPEZ LOPEZ M PILAR	---
Bar Restaurant Nino	Taquígraf Serra	18	Les Corts	les Corts	08029	BARCELONA	BARCELONA	ESPANYA	41.38640051111111	2.140205611111111	+34 933215293	+34 933223946	pmimoso2000@yahoo.es
Restaurant Xarcuteria Sanabres	Taquígraf Serra	24	Les Corts	les Corts	08029	BARCELONA	BARCELONA	ESPANYA	41.38667441388889	2.1404121944444445	+34 933212067	+34 934394007	sanabres@sanabres.com
Restaurant Peixerot	C Tarragona	177	Sants-Montjuïc	Hostafrancs	08014	BARCELONA	BARCELONA	ESPANYA	41.379665611111115	2.1430799444444446	+34 934246969	+34 934261063	---
Bar Stop	C Tàrrega	39	Sant Andreu	el Bon Pastor	08030	BARCELONA	BARCELONA	ESPANYA	41.437740461111105	2.205626027777778	FERNANDEZ BONILLA JACINTA	---	---
Restaurant La Mar Bella	C Taulat	81	Sant Martí	el Poblenou	08005	BARCELONA	BARCELONA	ESPANYA	41.39847355	2.2043684722222223	+34 932252103	+34 932254427	---
Bar  Thales	C Templers	16	Ciutat Vella	el Barri Gòtic	08002	BARCELONA	BARCELONA	ESPANYA	41.38184405277778	2.178241583333333	+34 933021068	PUJADO TORRENS JUAN	---
Restaurant Braseria Niu Llar	C Tenor Masini	2	Sants-Montjuïc	Sants	08028	BARCELONA	BARCELONA	ESPANYA	41.375733619444446	2.1325491666666667	+34 933396027	PAGES MASDEU MARIA DOLO	---
Restaurant Bombin	C Tenor Masini	44	Sants-Montjuïc	Sants	08028	BARCELONA	BARCELONA	ESPANYA	41.37720736666667	2.1319429444444444	+34 933307031	+34 933305109	---
Restaurant Marisqueria Cantabria	C Tenor Masini	96	Sants-Montjuïc	Sants	08028	BARCELONA	BARCELONA	ESPANYA	41.378879330555556	2.131254388888889	+34 933300400	+34 934910424	---
Cafeteria Restaurant Casa Tejada	C Tenor Viñas	3	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.395022166666664	2.14209	+34 932007341	ALONSO MONTERO RAMON	---
Restaurant Taverna La Llesca	C Terol	6	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.402446149999996	2.1572524444444445	+34 932850246	LOPERA MORENO JESUS	---
Bar Denver	Pl Tetuan	16	Eixample	la Dreta de l'Eixample	08010	BARCELONA	BARCELONA	ESPANYA	41.39478750833333	2.174682888888889	+34 932456521	JIMENEZ GUERRERO LEONARDA	---
Bar Restaurant Santa Teresa	Pl Tetuan	35	Eixample	la Dreta de l'Eixample	08013	BARCELONA	BARCELONA	ESPANYA	41.395727111111114	2.1762294166666667	+34 932323155	SANCHEZ GOMEZ MANUEL	---
Bar Restaurant La Cigale	C Tordera	50	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.401899291666666	2.1619663055555556	+34 934575823	GUTIERREZ GIL MARIANO ANGEL Y ESTEBAN	---
Restaurant Cal Boter	C Tordera	62	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.40218168333333	2.1623759166666665	+34 934588462	NAVARRO VERA ENCARNA	---
Bar Restaurant Zuccari	Pg Torras i Bages	5	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	41.43665749444444	2.1910086388888885	+34 933453057	GALLARDO DIAZ ROSARIO	---
Restaurant Tornassol	C Torrent de les Flors	53	Gràcia	la Vila de Gràcia	08024	BARCELONA	BARCELONA	ESPANYA	41.406167599999996	2.160168833333333	+34 932131018	ABELLAN GONZALEZ JOSEFINA	---
Restaurant La Cova d'en Vidalet	C Torrent d'en Vidalet	22	Gràcia	la Vila de Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	41.40379227222222	2.1597602499999997	+34 932135530	HECJERI SCP	---
Bar Siete Hermanos	Trav Corts	218	Les Corts	les Corts	08028	BARCELONA	BARCELONA	ESPANYA	41.38411756111111	2.1311179444444446	+34 934903552	RODRIGUEZ PEREZ ESTRELLA	---
Restaurant Calanda	Trav Corts	287	Les Corts	les Corts	08014	BARCELONA	BARCELONA	ESPANYA	41.386701366666664	2.134621722222222	+34 933224001	PORTOLES AZNAR JOSE M	---
Restaurant Como en Casa	Trav Corts	373	Les Corts	les Corts	08029	BARCELONA	BARCELONA	ESPANYA	41.39030155555555	2.140615611111111	+34 933211082	FRESNO FRESNO AVELINO	---
Restaurant Pizzeria Sorrento	Trav Gràcia	30	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08021	BARCELONA	BARCELONA	ESPANYA	41.39459431111111	2.147375388888889	+34 932095517	GARCIA BERNAL DIEGO	---
Bar Restaurant Mesón del Jamón	C Trinxant	119	Sant Andreu	Navas	08041	BARCELONA	BARCELONA	ESPANYA	41.417436625	2.1815856944444443	+34 934553157	PASCUAL HUERTA JOSE LUIS	---
Restaurant Xinès Ciudad Feliz	C Turó Blau	20	Nou Barris	la Prosperitat	08016	BARCELONA	BARCELONA	ESPANYA	41.43935273333333	2.1761191666666666	+34 933546034	CHIN MEI WENG	---
Bar Restaurant Dore	C Tuset	9	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.395722705555556	2.1520677777777775	+34 932096564	BAR RESTAURANTE DORE, SCP	---
Bar Anahuac	Tuset	0032	Sarrià-Sant Gervasi	Sant Gervasi - Galvany	08006	BARCELONA	BARCELONA	ESPANYA	41.39648657777778	2.1514320833333334	+34 932185237	LOPEZ ALVAREZ FEDERICO	---
Bar Estudiantill.	Pl Universitat	0012	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.38622966388889	2.164626333333333	+34 933023125	NIALET ARGUELLES ENRIQUETA	---
Restaurant Cerveseria Alt Heidelberg	Rda Universitat	5	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.38628525833333	2.1651914999999997	+34 933181032	+34 933019338	---
Restaurants Café Café	Rda Universitat	37	Eixample	la Dreta de l'Eixample	08007	BARCELONA	BARCELONA	ESPANYA	41.38729494444444	2.167885861111111	+34 934125055	GENERAL DE RESTAURANTES SA	---
Cafeteria Bracafé *Comte d'Urgell	C Comte d'Urgell	35	Eixample	Sant Antoni	08011	BARCELONA	BARCELONA	ESPANYA	41.38073342777778	2.160161083333333	+34 934265228	GERMAN DE ERAUSQUIN SA	---
Bar Restaurant El Rebost de Paradis	C Comte d'Urgell	110	Eixample	l'Antiga Esquerra de l'Eixample	08011	BARCELONA	BARCELONA	ESPANYA	41.38421935555556	2.156074	+34 934549211	---	---
Bar Restaurant Rincón del Ángel	C Comte d'Urgell	160	Eixample	l'Antiga Esquerra de l'Eixample	08036	BARCELONA	BARCELONA	ESPANYA	41.38638345555555	2.1532085277777777	+34 933231145	QUINDOS SANCHEZ ANGEL	---
